Gruppo,DataOraIncidente,Localizzazione1,Localizzazione2,Strada02,NaturaIncidente,TipoStrada,FondoStradale,Pavimentazione,Segnaletica,CondizioneAtmosferica,Traffico,Visibilita,Illuminazione,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,DaSpecificare,Chilometrica
4,01/27/2014 09.10.00,Strada Urbana,all'intersezione con,VIA SCARPANTO,Scontro laterale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,2,NA,NA
5,01/27/2014 09.30.00,Strada Urbana,all'intersezione con,VIA DELLE CAVE DI PIETRALATA,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
17,01/27/2014 09.46.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),In cubetti di porfido,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,0,NA,3
8,01/27/2014 10.15.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale,Pioggia in atto,Scarso,Sufficiente,Ore Diurne,0,0,0,1,NA,299
8,01/27/2014 10.30.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,NA,507
8,01/27/2014 10.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Con buche,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,prossimità Via Casilina,NA
4,01/27/2014 10.55.00,Strada Urbana,all'intersezione con,VIA MONTE BIANCO,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
17,01/27/2014 11.15.00,Strada Urbana,da specificare,NA,Scontro frontale fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,fronte VIA M. FICINO,NA
6,01/27/2014 11.20.00,Strada Urbana,all'intersezione con,VIA ARTENA,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
11,01/27/2014 11.20.00,Strada Urbana,in corrispondenza,del civico n. ,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,3,NA,132
1,01/27/2014 11.25.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Buona,Ore Diurne,1,0,0,0,NA,60
19,01/27/2014 11.30.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,NA,76
4,01/27/2014 11.30.00,Strada Urbana,in prossimità,del civico n.,Investimento di pedone,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,126
2,01/27/2014 11.35.00,Strada Urbana,da specificare,NA,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,fronte civ. 4,NA
11,01/27/2014 11.50.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,2,NA,122
16,01/27/2014 11.50.00,Strada Urbana,da specificare,NA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Ore Diurne,1,0,0,1,fronte civico  148,NA
19,01/27/2014 11.55.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,NA,59
19,01/27/2014 12.00.00,Strada Urbana,all'intersezione con,VIA LUIGI ARBIB PASCUCCI,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
2,01/27/2014 12.30.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,NA,fr. 32
5,01/27/2014 12.30.00,Strada Urbana,all'intersezione semaforizzata con,VIA GALLA PLACIDIA,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,NA,NA
7,01/27/2014 12.45.00,Strada Urbana,all'intersezione semaforizzata con,VIALE PALMIRO TOGLIATTI,Scontro laterale fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,4,NA,NA
16,01/27/2014 13.00.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale/laterale SX fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Buona,Ore Diurne,0,0,0,2,NA,50
18,01/27/2014 13.00.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,6,Largo Galamini,NA
11,01/27/2014 13.30.00,Strada Urbana,all'intersezione con,VIA DI S. SEBASTIANO,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,2,NA,NA
8,01/27/2014 13.40.00,Strada Urbana,in corrispondenza,del civico n.,Investimento di pedone,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,1,0,0,1,NA,1606
8,01/27/2014 13.45.00,Strada Urbana,all'intersezione con,VIA GUIDO CORBELLINI,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,3,0,0,1,NA,NA
19,01/27/2014 14.00.00,Strada Urbana,all'intersezione con,VIA PIETRO BEMBO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
8,01/27/2014 14.00.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,NA,1
11,01/27/2014 14.10.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Buona,Ore Diurne,0,0,0,2,NA,87
8,01/27/2014 14.15.00,Strada Urbana,in prossimità,del palo luce n. ,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,NA,44
8,01/27/2014 14.15.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,1,NA,1256
8,01/27/2014 14.20.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,3,NA,1256
13,01/27/2014 14.20.00,Strada Urbana,da specificare,NA,Tamponamento Multiplo,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,4,0,0,1,pross. Via dell'Appagliatore,NA
16,01/27/2014 14.30.00,Strada Urbana,in prossimità,del palo luce n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,4,NA,6
20,01/27/2014 14.40.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,NA,77
12,01/27/2014 14.50.00,Provinciale,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"prossimità km 16,00 direzione Roma centro",NA
8,01/27/2014 15.20.00,Strada Urbana,all'intersezione con,VIA CASILINA,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,2,0,0,0,NA,NA
1,01/27/2014 15.20.00,Strada Urbana,in corrispondenza,del civico n.,Tamponamento Multiplo,Una carreggiata a doppio senso,Bagnato (pioggia),In cubetti di porfido,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,3,NA,108
3,01/27/2014 15.25.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,NA,26
8,01/27/2014 15.30.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,4,0,0,0,in prossimità di via del padiglione,NA
8,01/27/2014 15.40.00,Strada Urbana,in corrispondenza,del civico n. ,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,3,NA,36
17,01/27/2014 15.40.00,Strada Urbana,in prossimità,del palo luce n.,Fuoriuscita dalla sede stradale,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,0,NA,33
10,01/27/2014 16.10.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Scarso,Sufficiente,Ore Diurne,0,0,0,1,NA,7
18,01/27/2014 16.15.00,Statale entro l'abitato,in prossimità,della chilometrica,Tamponamento,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,NA,8.1
5,01/27/2014 16.20.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Assente,Nuvoloso,Scarso,Buona,Ore Diurne,2,0,0,1,NA,25
16,01/27/2014 16.25.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro veicolo in sosta,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,in prossimità l.go Ravizza,NA
19,01/27/2014 16.30.00,Strada Urbana,da specificare,NA,Fuoriuscita dalla sede stradale,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,"prossimita' Km 1,600",NA
12,01/27/2014 16.30.00,Strada Urbana,all'intersezione con,VIALE DEGLI EROI DI RODI,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
15,01/27/2014 16.50.00,Strada Urbana,da specificare,NA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,2,prox. f.c. palo Acea 89,NA
1,01/27/2014 16.55.00,Strada Urbana,in corrispondenza,del palo luce n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,2,0,0,1,NA,12
20,01/27/2014 17.10.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,0,0,0,1,NA,155
8,01/27/2014 17.10.00,Provinciale entro l'abitato,all'intersezione con,VIA DI VALLE BAGNATA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
4,01/27/2014 17.15.00,Strada Urbana,all'intersezione con,VIA DOMENICO COMPARETTI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,3,NA,NA
4,01/27/2014 17.20.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,2,NA,384
4,01/27/2014 17.20.00,Statale entro l'abitato,in prossimità,del civico n. ,Tamponamento,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,3,NA,712
15,01/27/2014 17.30.00,Strada Urbana,in corrispondenza,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Sufficiente,1,0,0,1,NA,2
4,01/27/2014 17.45.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Intenso,Sufficiente,Sufficiente,3,0,0,2,NA,52
8,01/27/2014 18.00.00,Strada Urbana,in corrispondenza,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Sufficiente,Sufficiente,0,0,0,1,NA,26
2,01/27/2014 18.00.00,Strada Urbana,in prossimità,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Sufficiente,1,0,0,1,NA,259
13,01/27/2014 18.20.00,Strada Urbana,in corrispondenza,del civico n. ,Tamponamento,Due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Intenso,Buona,Sufficiente,0,0,0,2,NA,20
6,01/27/2014 18.30.00,Strada Urbana,all'intersezione semaforizzata con,VIA ANAGNI,Scontro laterale fra veicoli in marcia,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,2,NA,NA
15,01/27/2014 18.40.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Assente,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,1,NA,17
4,01/27/2014 18.45.00,Strada Urbana,all'intersezione con,VIA VILLA DI FAONTE,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,2,NA,NA
15,01/27/2014 18.50.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,1,FRONTE CIVICO 17,NA
8,01/27/2014 18.50.00,Strada Urbana,in corrispondenza,del palo luce n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Strada pavimentata dissestata,Verticale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,43
11,01/27/2014 18.50.00,Strada Urbana,all'intersezione semaforizzata con,VIA SALVATORE PINCHERLE,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,4,NA,NA
2,01/27/2014 19.00.00,Strada Urbana,in prossimità,del civico n.,Ribaltamento senza urto contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,2,NA,38
12,01/27/2014 19.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Normale,Buona,Inesistente,0,0,0,1,prox Viadotto della Magliana,NA
13,01/27/2014 19.00.00,Strada Urbana,all'intersezione con,VIA OTTAVIANO UBALDINI,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,5,NA,NA
1,01/27/2014 19.15.00,Strada Urbana,all'intersezione semaforizzata con,VIA GIOVANNI GIOLITTI,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,5,NA,NA
8,01/27/2014 19.30.00,Strada Urbana,da specificare,NA,Tamponamento,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,1,0,0,1,altezza via della sorbona,NA
19,01/27/2014 19.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,1,snc,NA
10,01/27/2014 19.35.00,Strada Urbana,da specificare,NA,Tamponamento,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Sufficiente,Sufficiente,2,0,0,1,laterale alt. palo ACEA 523,NA
18,01/27/2014 19.40.00,Strada Urbana,in prossimità,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,1,0,0,1,NA,114
8,01/27/2014 19.40.00,Strada Urbana,in corrispondenza,del palo luce n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Con buche,Verticale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,23
1,01/27/2014 20.00.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,2,NA,5
11,01/27/2014 20.12.00,Strada Urbana,all'intersezione con,VIA EFESO,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,3,NA,NA
7,01/27/2014 20.30.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,2,NA,489
19,01/27/2014 20.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,altezza Via C. D. Capranica,NA
20,01/27/2014 20.40.00,Regionale entro l'abitato,in corrispondenza,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,1,0,0,1,NA,683 B
12,01/27/2014 21.20.00,Comunale extraurbana,in corrispondenza,della chilometrica,Fuoriuscita dalla sede stradale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Insufficiente,Inesistente,1,0,0,0,NA,3000
11,01/27/2014 21.45.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicoli in arresto,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,30
13,01/27/2014 21.50.00,Strada Urbana,in corrispondenza,del civico n. ,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,1,NA,9
11,01/27/2014 22.15.00,Strada Urbana,all'intersezione con,VIA ANDREA MANTEGNA,Fuoriuscita dalla sede stradale,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,NA,NA
5,01/27/2014 22.20.00,Strada Urbana,all'intersezione semaforizzata con,VIA DI CASAL DEI PAZZI,Scontro frontale/laterale SX fra veicoli in marcia,Più di due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,NA
8,01/27/2014 22.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,davanti Expert,NA
8,01/27/2014 22.30.00,Strada Urbana,all'intersezione con,VIA DELLA TENUTA DEL CAVALIERE,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,3,NA,NA
8,01/27/2014 23.15.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro veicoli in sosta,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,52
20,01/27/2014 23.25.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,40
7,01/27/2014 23.40.00,Strada Urbana,all'intersezione con,VIA DEI CICLAMINI,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,5,NA,NA
8,01/28/2014 05.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Strada pavimentata dissestata,Verticale,Nebbia,Normale,Insufficiente,Inesistente,0,0,0,2,100 metri prima del civico 361 direzione via Noale,NA
12,01/28/2014 06.50.00,Strada Urbana,in corrispondenza,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,NA,223
1,01/28/2014 07.20.00,Strada Urbana,all'intersezione semaforizzata con,PIAZZA DI S. CLEMENTE,Tamponamento,Più di due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
15,01/28/2014 07.40.00,Strada Urbana,in prossimità,del civico n. ,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,NA,49
5,01/28/2014 07.50.00,Strada Urbana,all'intersezione con,VIA DEL FLAUTO,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,NA,NA
19,01/28/2014 07.59.00,Strada Urbana,in prossimità,del civico n. ,Fuoriuscita dalla sede stradale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,NA,351
19,01/28/2014 08.00.00,Strada Urbana,in prossimità,del civico n.,Fuoriuscita dalla sede stradale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,1,0,0,0,NA,351
16,01/28/2014 08.00.00,Strada Urbana,in corrispondenza,del civico n.,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,NA,403
4,01/28/2014 08.00.00,Strada Urbana,all'intersezione con,VIA ANGELO ANNARATONE,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,NA,NA
12,01/28/2014 08.00.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,altezza VIA DELLE COMETE,NA
